P BARCODE,P TYPE,HOME LIBR,RECORD #
"21743005695010","6","l","p12756520"
"21743005552120","6","l","p12756702"
"21743005676903","0","r","p1275674x"
"21743005543087","0","r","p12757093"
"21743005584339","0","c","p12757111"
"21743005542493","19","r","p12757615"
"21743005429774","0","m","p12757652"
"21743005246491","0","r","p12758140"
"21743005246509","0","r","p12758279"
"21743004525952","0","r","p12758759"
"21743005390620","6","l","p12758814"
"21743005675707","0","r","p12758966"
"21743005675715","0","r","p12759004"
"21743005246863","10","r","p12759107"
"21743005386008","0","r","p12759181"
"21743005691100","12","m","p12759594"
"21743005675996","0","r","p12759880"
"21743005527601","0","c","p12760006"
"21743005676002","0","r","p12760171"
"21743005595228","2","a","p12760419"
"21743005428693","0","m","p12760584"
"21743005480165","8","c","p12760882"
"21743005675483","0","r","p12760900"
"21743005584800","0","c","p1276095x"
"21743005548425","6","l","p12760997"
"21743005284724","0","s","p12761187"
"21743005554324","2","a","p12761345"
"21743005676044","1","r","p12761357"
"21743003499738","0","r","p12761394"
"21743005675442","0","r","p12761412"
"21743005246293","2","r","p12761643"
"21743005721667","2","m","p1276176x"
"21743005720438","2","m","p12761825"
"21743005728670","2","r","p12761862"
"21743005429626","0","m","p12762003"
"21743005695309","6","l","p12762027"
"21743005730247","2","r","p12762155"
"21743005625405","0","m","p12762301"
"21743005721394","0","m","p12762313"
"21743005722863","10","m","p12762398"
"21743005551627","6","l","p12762611"
"21743005430483","2","m","p12762647"
"21743005675103","0","r","p12762659"
"21743005246954","2","r","p12763159"
"21743005247309","0","r","p12763251"
"21743005525811","0","c","p12763469"
"21743005721451","2","m","p12763470"
"21743005677125","4","r","p1276372x"
"21743005388665","0","c","p12763901"
"21743005067921","9","n","p12764012"
"21743005603626","3","m","p12764528"
"21743005077730","2","a","p12764747"
"21743005247028","6","r","p12764838"
"21743005430434","2","m","p12764978"
"21743005428925","2","m","p12765041"
"21743005430624","0","m","p12765235"
"21743005594932","2","a","p12765673"
"21743005543772","0","r","p12766112"
"21743005674999","0","r","p12766136"
"21743005721485","4","m","p1276615x"
"21743005623509","4","m","p12766197"
"21743005625942","0","m","p12766240"
"21743005429121","0","m","p12766252"
"21743005625918","0","m","p12766264"
"21743005649512","4","g","p12766409"
"21743005246103","0","r","p12766410"
"21743005677539","1","r","p12766616"
"21743005721519","2","m","p12766641"
"21743005385489","0","r","p12767505"
"21743005677448","19","r","p12767992"
"21743005623228","0","m","p1276811x"
"21743005510201","10","s","p12768248"
"21743005581012","4","g","p1276825x"
"21743005623749","2","m","p1276842x"
"21743005586680","0","c","p12768583"
"21743005677398","2","r","p12768613"
"21743005246079","0","r","p12768637"
"21743005388004","0","c","p12768741"
"21743005584842","0","c","p12769198"
"21743005677786","0","r","p12769241"
"21743005695978","6","l","p12769708"
"21743005623616","2","m","p12769745"
"21743005247119","0","r","p12770140"
"21743005677927","0","r","p12771065"
"21743005720644","2","m","p12771168"
"21743005548920","6","l","p12771466"
"21743005388251","0","c","p12771752"
"21743005078597","2","a","p12772586"
"21743005721097","2","m","p12773025"
